"","caseid","weight_full","mode","voted2012","regist2016","primary2016","intendvote","ideology","pid_strength","born_again","fundamentalist","race","female","income","hannity","minutes60","cooper","matthews","press","conan","bigbang","modernfamily","rush","npr","voted2016","votechoice2016","demprescandft","gopprescandft","libprescandft","greenprescandft","demhousecandft","gophousecandft","indhousecandft","demsencandft","gopsencandft","indsencandft","srsenft","jrsenft","nonrunsenft","demvpcandft","gopvpcandft","robertsft","popeft","christianfundft","femft","liberalsft","laborunionsft","poorft","bigbusinessft","conservativesft","sctft","gaysft","congressft","richft","muslimsft","christiansft","jewsft","teapartyft","policeft","transft","scientistsft","blmft","taxmill","vaccincesinschool","vaccines","govtreduceeq","reqequal","howequal","foreignim","immigsupport","freetradeag","marijuana","asiansft","hispanicsft","blacksft","illegalsft","whitesft","location","educ","gop","dem","employed","cath_attend","prot_attend","jew_attend","cath_nonatt","prot_nonatt","jew_nonatt","obama12","romney12","yesvote2016","trump16","clinton16"
"2439",403178,1.6210001,2,1,1,0,1,2,1,1,0,2,1,2,0,1,0,0,0,0,0,0,NA,NA,4,1,84,0,2,3,8,3,NA,85,1,NA,NA,NA,0,88,16,44,85,85,84,85,41,92,38,43,41,51,58,18,80,100,100,2,83,52,86,99,1,1,1,1,1,1,1,2,-1,-1,51,80,94,32,21,"NC",4,0,1,0,0,1,0,0,0,0,1,0,1,0,1
"2440",403181,0.87709999,2,1,0,0,1,4,3,1,0,5,0,3,0,0,0,0,0,0,0,0,NA,NA,3,NA,10,25,60,75,50,60,NA,NA,NA,NA,60,50,NA,40,60,50,60,30,30,40,70,55,30,40,40,10,30,55,40,90,50,20,75,5,60,20,0,1,2,1,0,NA,NA,3,-1,1,80,80,80,40,80,"MI",3,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"2441",403182,1.2225,2,0,1,0,0,4,3,0,0,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,NA,60,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,50,70,40,60,70,50,40,50,70,40,50,50,50,50,60,60,70,70,50,0,1,2,1,1,1,NA,3,1,-1,60,50,50,40,50,"VA",1,0,0,1,0,0,0,0,0,0,NA,NA,1,0,0
"2442",403187,1.3471,2,1,1,0,1,5,2,0,0,6,1,4,0,0,0,0,0,0,0,0,NA,NA,4,3,50,0,50,50,70,50,NA,15,70,NA,NA,NA,50,50,30,50,85,40,40,50,50,70,40,50,60,85,50,40,60,100,70,50,100,50,70,60,1,1,2,1,1,1,NA,2,0,0,85,50,50,50,70,"PA",2,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"2443",403190,0,2,0,0,0,NA,4,5,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AK",2,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"2444",403192,0.9418,2,0,1,0,1,3,3,0,0,1,0,4,0,1,1,1,1,0,0,0,NA,NA,4,1,80,10,50,50,NA,10,NA,NA,NA,NA,5,2,NA,75,25,40,90,2,25,30,30,50,75,30,60,25,20,50,25,25,75,10,90,10,90,10,1,1,1,0,1,1,-1,3,1,-1,90,75,25,10,90,"TX",4,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1
"2445",403195,1.3996,2,0,1,0,1,3,1,0,0,5,0,4,0,0,0,0,0,0,1,1,NA,NA,4,1,69,1,70,86,50,50,NA,NA,NA,NA,50,16,NA,49,1,51,100,51,94,84,60,93,16,30,50,100,16,30,70,85,100,0,70,50,85,99,1,1,3,0,-1,1,-1,4,1,1,71,85,86,85,40,"TX",2,0,1,1,1,0,0,0,0,0,NA,NA,1,0,1
"2446",403203,0.74190003,2,1,1,0,1,2,2,0,0,1,0,5,0,1,0,0,1,0,0,0,0,1,4,1,88,11,40,50,70,50,NA,95,50,NA,NA,NA,80,85,30,61,90,30,85,75,70,95,30,40,90,90,40,30,90,60,95,10,70,98,90,90,1,1,1,1,1,1,-1,3,1,-1,85,85,85,85,85,"OR",5,0,1,0,0,1,0,0,0,0,1,0,1,0,1
"2447",403211,0,2,0,1,0,0,5,5,0,0,1,0,6,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TN",5,0,0,1,0,0,0,1,0,0,NA,NA,0,0,0
"2448",403213,0.9677,2,1,1,0,1,4,4,0,NA,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,15,0,60,100,85,30,NA,60,50,NA,NA,NA,70,60,50,0,70,30,60,0,15,60,50,85,15,100,0,30,100,70,100,60,100,100,100,0,1,1,1,1,1,1,NA,3,-1,1,90,80,90,70,90,"MD",4,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"2449",403214,0.6451,2,1,1,0,1,6,6,0,0,1,0,5,0,0,0,0,0,0,1,1,NA,NA,4,2,0,61,16,16,NA,60,NA,0,71,NA,NA,NA,15,1,69,51,61,50,49,16,15,59,62,60,50,40,1,39,1,49,61,61,70,15,51,16,1,1,1,-1,0,NA,1,1,0,0,50,50,30,0,50,"IL",4,1,0,0,0,0,0,0,0,0,0,1,1,1,0
"2450",403216,0.72009999,2,0,1,1,1,6,7,1,0,1,1,1,0,0,0,0,0,0,1,1,NA,NA,4,2,1,80,50,51,50,50,NA,9,78,NA,NA,NA,50,75,100,50,51,71,31,17,58,56,51,85,59,5,59,50,58,95,55,51,87,6,50,22,0,1,3,0,1,1,NA,2,0,-1,50,50,50,40,50,"IN",4,1,0,1,0,0,0,0,0,0,NA,NA,1,1,0
"2451",403217,0,2,1,1,1,1,2,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OK",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"2452",403219,2.2967,2,1,1,1,1,NA,2,0,0,5,1,3,0,0,1,0,0,0,1,0,NA,NA,4,NA,NA,0,4,28,1,1,NA,14,16,NA,NA,NA,33,62,0,14,81,59,52,1,51,91,1,2,49,52,11,0,8,84,57,11,3,3,47,84,-1,0,NA,-1,1,2,-1,2,0,-1,41,99,60,61,14,"CO",2,0,1,1,1,0,0,0,0,0,1,0,1,0,0
"2453",403220,0.84689999,2,1,1,1,1,NA,1,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,100,0,100,28,100,50,NA,NA,NA,NA,95,95,NA,0,30,81,81,95,81,68,99,99,97,85,96,99,81,74,81,85,58,78,94,88,96,100,1,1,2,-1,1,1,NA,4,-1,1,11,81,92,0,18,"MI",2,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"2454",403221,0.94450003,2,1,1,1,1,1,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,4,1,100,15,30,30,85,50,NA,60,NA,50,NA,NA,50,70,30,50,50,30,100,100,50,85,40,30,40,100,40,100,100,30,100,50,85,100,100,85,1,1,1,0,1,1,NA,3,0,-1,100,85,70,40,85,"CA",5,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"2455",403222,0.90689999,2,1,1,1,1,6,6,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,4,2,5,85,75,60,10,70,NA,NA,NA,NA,45,30,NA,70,60,50,60,65,80,55,75,60,60,65,55,85,65,45,40,90,95,35,85,60,90,30,1,1,1,-1,1,1,-1,3,-1,1,85,80,70,15,85,"MN",4,1,0,1,0,1,0,0,0,0,0,1,1,1,0
"2456",403226,0.67640001,2,1,1,1,1,6,7,0,0,1,0,6,0,1,0,1,1,0,0,0,1,0,4,2,15,60,0,0,60,NA,NA,NA,NA,NA,15,15,NA,15,70,40,50,60,40,15,30,70,60,85,50,60,30,85,30,60,85,70,100,40,60,15,0,1,1,0,0,NA,-1,1,1,-1,70,50,85,15,85,"MA",4,1,0,0,0,0,0,0,1,0,0,1,1,1,0
"2457",403228,2.4930999,2,1,1,1,1,3,1,0,0,1,1,5,0,0,1,1,1,0,1,0,NA,NA,4,1,100,0,52,52,62,51,NA,99,50,NA,NA,NA,85,62,0,51,85,0,90,94,87,79,40,15,69,87,31,33,94,57,98,11,96,95,94,87,1,1,1,1,1,1,-1,4,1,0,91,90,90,60,47,"WA",2,0,1,0,0,0,0,0,1,0,1,0,1,0,1
"2458",403230,1.5538,2,1,1,0,1,4,4,0,0,1,0,2,0,1,0,0,0,0,0,0,NA,NA,4,2,2,71,NA,NA,44,66,NA,57,71,NA,NA,NA,7,29,88,40,87,32,69,30,61,NA,30,72,40,53,40,53,31,75,51,51,75,48,95,3,1,1,1,0,1,1,1,1,-1,0,51,51,51,2,51,"CT",2,0,0,0,0,0,0,1,0,0,0,1,1,1,0
"2459",403236,0.96960002,2,1,0,1,1,NA,1,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,97,39,83,59,57,64,NA,74,63,NA,NA,NA,68,59,50,59,63,51,80,46,51,54,50,58,48,30,60,55,54,56,60,61,2,51,48,98,-1,0,NA,0,-1,2,1,2,0,NA,NA,NA,NA,NA,NA,"GA",3,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"2460",403237,1.0039999,2,1,1,0,1,NA,2,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,4,1,85,40,70,80,NA,85,NA,70,70,NA,NA,NA,85,70,70,85,100,70,85,70,100,70,85,65,85,70,85,60,70,100,85,60,85,70,70,60,1,1,1,1,1,1,1,1,1,-1,70,70,85,40,85,"PA",4,0,1,1,0,0,0,1,0,0,1,0,1,0,1
"2461",403241,0.8168,2,1,1,1,NA,5,7,0,0,1,0,5,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,100,0,0,NA,70,NA,0,70,NA,NA,NA,15,0,100,30,70,85,40,40,85,70,70,85,0,70,0,70,70,85,85,85,100,70,100,0,1,1,1,-1,1,1,NA,1,1,1,85,70,70,40,85,"AZ",3,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"2462",403252,0,2,1,1,0,0,NA,5,0,0,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2463",403253,0,2,0,0,0,NA,4,5,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ",1,0,0,1,0,0,0,1,0,0,NA,NA,0,0,0
"2464",403259,0,2,0,1,0,1,NA,4,1,0,5,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NJ",1,0,0,1,0,1,0,0,0,0,NA,NA,0,0,0
"2465",403260,0.72500002,2,0,1,0,1,NA,-9,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY",NA,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0
"2466",403265,2.7017,2,1,1,0,0,4,4,1,0,2,0,1,0,0,0,0,0,0,0,0,NA,NA,2,NA,40,50,50,50,50,50,NA,NA,NA,NA,50,50,NA,50,50,50,50,60,60,50,50,60,60,70,50,50,50,50,80,80,50,60,60,50,50,60,-1,1,2,1,1,2,NA,2,0,0,50,50,50,50,50,"TX",4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2467",403267,0,2,1,1,1,1,NA,2,1,0,6,1,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2468",403272,0.33399999,2,1,1,1,1,NA,6,0,0,1,1,3,0,0,0,0,0,0,1,0,NA,NA,4,2,0,85,50,50,50,50,NA,40,60,NA,NA,NA,50,50,60,50,85,50,60,40,50,60,40,40,50,85,40,50,0,100,60,50,85,85,70,40,0,0,NA,1,1,1,NA,2,-1,1,70,60,60,15,85,"NC",3,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"2469",403273,0.74440002,2,1,1,1,NA,2,1,1,0,1,1,3,0,0,0,1,1,0,0,0,0,0,NA,NA,100,0,50,0,85,0,NA,70,50,NA,NA,NA,15,100,0,50,100,50,50,100,50,70,30,0,50,70,50,0,70,85,50,0,85,85,50,60,1,1,1,1,1,1,NA,3,0,1,40,85,60,60,85,"AZ",3,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"2470",403277,0.72920001,2,1,1,0,1,3,5,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,4,3,49,14,61,51,60,NA,NA,NA,NA,NA,60,NA,NA,50,0,NA,78,30,50,60,50,50,57,38,59,50,51,50,46,40,50,59,82,50,82,49,1,0,NA,-1,1,2,NA,3,0,1,50,50,50,15,50,"MA",3,0,0,1,0,0,0,1,0,0,NA,NA,1,0,0
"2471",403278,0.69620001,2,1,1,1,1,6,7,0,0,1,0,5,0,0,0,0,0,0,0,0,NA,NA,4,2,15,85,15,0,15,70,NA,15,70,NA,NA,NA,50,15,84,30,70,70,50,15,30,85,30,85,15,40,40,60,70,85,85,60,100,50,85,0,1,1,2,-1,1,2,1,1,1,-1,70,70,70,30,70,"MD",5,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"2472",403282,0.3423,2,1,1,0,1,2,1,0,0,1,1,6,0,0,0,0,0,0,1,1,0,0,4,1,100,15,15,40,71,16,NA,NA,NA,NA,15,85,NA,70,0,50,70,0,70,85,50,60,70,30,50,100,60,70,70,30,100,30,50,85,85,85,1,1,1,1,1,1,NA,3,1,1,70,70,60,40,85,"NJ",5,0,1,0,0,0,0,1,0,0,1,0,1,0,1
"2473",403283,0.45629999,2,0,1,0,1,4,6,0,0,1,0,2,0,1,0,0,0,0,1,0,NA,NA,2,NA,0,60,50,50,50,50,NA,50,15,NA,NA,NA,50,50,50,50,100,50,15,50,84,60,53,50,50,50,50,50,14,50,51,50,50,50,50,15,1,1,1,0,1,1,-1,1,0,0,50,50,50,9,61,"FL",3,1,0,1,0,0,0,1,0,0,NA,NA,0,0,0
"2474",403285,0.41280001,2,1,0,0,NA,NA,6,1,0,1,1,1,0,1,0,0,0,0,0,1,NA,NA,1,NA,50,50,50,50,50,50,NA,50,50,NA,NA,NA,40,50,50,50,50,15,0,40,70,NA,NA,70,15,85,30,85,0,100,50,70,40,85,70,30,-1,1,2,-1,0,NA,-1,1,0,-1,85,15,85,50,100,"FL",3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"2475",403286,0.3831,2,1,1,0,1,NA,4,1,0,1,1,3,0,1,1,0,0,0,1,1,0,0,4,2,3,100,85,50,60,58,NA,50,48,NA,NA,NA,50,70,50,53,57,85,50,70,100,100,85,100,85,100,60,100,0,100,70,100,100,100,100,100,1,1,1,-1,1,1,NA,2,0,0,85,10,10,1,100,"IL",3,0,0,1,0,0,0,0,0,0,1,0,1,1,0
"2476",403287,0.42050001,2,1,1,1,1,7,6,1,0,1,1,4,0,1,0,0,0,0,0,0,NA,NA,4,2,0,85,70,50,50,85,NA,NA,NA,NA,85,85,NA,0,85,85,50,85,40,0,50,70,50,85,50,0,50,60,50,100,70,70,85,0,50,50,1,1,1,1,1,1,NA,1,0,-1,60,70,85,40,100,"MS",3,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"2477",403292,0,2,1,1,0,1,NA,5,0,0,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CO",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2478",403293,0.39219999,2,1,1,0,1,6,4,0,NA,1,0,NA,0,1,0,0,0,0,1,0,NA,NA,4,2,30,70,51,51,71,NA,NA,85,50,NA,NA,NA,61,51,71,69,86,72,50,31,99,69,70,71,72,42,41,70,16,71,71,60,87,42,51,40,1,1,1,-1,1,2,1,2,-1,1,66,71,66,65,100,"NY",3,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"2479",403296,0.8779,2,1,1,0,1,5,5,0,0,1,1,3,0,1,0,0,0,1,0,1,0,0,4,2,17,67,59,52,52,52,NA,70,17,NA,NA,NA,42,46,91,52,92,41,51,70,52,82,92,100,100,75,94,84,80,100,100,60,97,69,100,47,1,1,2,0,1,2,1,4,1,-1,93,78,71,17,93,"FL",3,0,0,1,0,0,0,1,0,0,0,1,1,1,0
"2480",403297,1.3272001,2,1,1,1,1,3,1,0,0,1,1,4,0,1,0,0,0,0,1,1,NA,NA,4,1,100,15,40,60,60,50,NA,70,40,NA,NA,NA,50,100,50,50,100,40,70,50,85,50,15,30,85,50,50,50,50,100,100,15,85,50,100,60,1,1,1,0,1,1,NA,3,0,0,50,50,50,0,50,"PA",4,0,1,1,0,1,0,0,0,0,1,0,1,0,1
"2481",403298,1.7561001,2,1,1,1,1,5,2,0,0,1,0,3,1,1,1,1,0,0,0,0,1,0,4,1,85,50,50,70,100,50,NA,NA,NA,NA,NA,NA,NA,70,70,100,100,50,85,85,70,100,50,85,100,50,0,50,100,100,100,50,100,50,100,85,1,1,1,1,1,1,-1,2,1,0,100,100,100,50,100,"VA",2,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"2482",403302,0.34799999,2,1,1,1,1,6,7,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,4,2,0,85,60,40,51,100,NA,0,100,NA,NA,NA,100,0,100,62,60,85,40,30,15,85,70,100,60,30,70,100,50,100,85,100,85,0,85,0,-1,1,1,NA,1,1,NA,1,1,-1,50,50,52,30,50,"NC",4,1,0,1,1,0,0,0,0,0,0,1,1,1,0
"2483",403306,0.3576,2,1,1,0,1,3,3,0,0,1,1,4,0,0,0,0,0,0,1,1,0,1,4,1,71,39,55,37,49,NA,NA,NA,NA,NA,77,41,NA,56,30,27,85,51,74,68,63,71,63,61,71,78,64,58,61,57,84,70,73,83,54,76,0,1,3,0,1,1,-1,2,0,0,80,68,78,85,70,"MA",4,0,0,1,1,0,0,0,0,0,1,0,1,0,1
"2484",403307,0,2,1,1,1,NA,7,7,1,0,1,0,2,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NC",4,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"2485",403308,1.6753,2,0,1,1,1,4,4,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,4,2,51,86,NA,NA,50,17,NA,70,7,NA,NA,NA,47,NA,NA,NA,NA,48,49,52,51,96,21,44,49,78,47,13,50,94,50,44,68,80,53,45,1,1,1,0,1,1,NA,2,0,1,50,50,95,29,100,"KY",1,0,0,1,0,0,0,0,0,0,NA,NA,1,1,0
"2486",403314,0.4824,2,1,1,1,1,NA,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,4,2,15,85,50,50,NA,85,NA,NA,NA,NA,60,60,NA,NA,100,60,100,60,40,40,60,100,70,60,70,40,60,70,30,100,70,60,100,15,70,40,0,1,2,0,1,1,NA,3,0,1,50,50,70,15,85,"TN",3,0,1,0,0,0,0,0,0,0,0,1,1,1,0
"2487",403317,0.727,2,1,1,1,1,7,7,0,0,1,1,5,1,1,0,0,1,0,0,1,NA,NA,4,2,0,85,60,15,50,85,NA,15,NA,50,NA,NA,15,50,70,50,85,70,30,15,0,60,50,85,50,30,30,60,0,100,60,70,85,50,70,0,-1,1,1,-1,1,2,NA,3,0,0,60,50,30,0,85,"CA",3,1,0,0,0,0,0,0,1,0,0,1,1,1,0
"2488",403318,0,2,1,1,1,NA,NA,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV",3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2489",403321,1.0624,2,0,1,0,1,NA,3,1,0,2,1,NA,0,1,0,0,0,0,0,0,NA,NA,4,1,85,70,50,60,85,40,NA,NA,NA,NA,85,100,NA,50,70,85,40,85,40,86,85,85,85,70,85,40,71,85,87,100,70,85,85,30,70,100,0,1,1,0,1,2,NA,2,NA,1,70,71,70,70,51,"DE",2,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1
"2490",403322,1.1095999,2,1,1,0,1,NA,7,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,40,98,41,31,NA,85,NA,NA,NA,NA,98,85,NA,41,87,85,70,52,61,70,76,85,85,62,85,51,85,61,51,92,70,52,86,51,91,57,1,1,1,1,1,1,-1,2,1,-1,61,61,70,50,71,"TX",5,1,0,1,0,1,0,0,0,0,1,0,1,1,0
"2491",403323,0.50080001,2,1,1,1,1,3,2,0,0,1,1,5,0,0,0,0,0,0,0,1,0,1,4,1,86,0,1,1,60,NA,NA,60,2,NA,NA,NA,75,95,0,11,97,0,95,65,50,75,31,0,50,85,16,35,50,51,70,0,40,50,92,78,1,1,1,1,1,1,-1,4,1,1,50,50,50,50,35,"PA",5,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"2492",403324,0.58590001,2,1,1,1,NA,4,1,1,0,2,1,4,0,1,1,0,0,0,0,0,NA,NA,NA,NA,100,0,NA,50,100,50,NA,100,50,NA,NA,NA,85,17,15,NA,85,85,85,52,60,85,85,50,50,85,50,70,60,85,85,30,100,50,100,50,1,1,1,0,1,1,1,4,0,0,60,70,85,15,85,"CT",3,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"2493",403330,0.68989998,2,1,1,1,1,7,4,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,4,2,0,60,50,30,40,50,NA,NA,NA,NA,70,60,NA,50,70,50,60,85,30,40,50,85,70,85,70,40,40,70,50,100,85,60,85,15,60,30,-1,1,1,-1,1,1,NA,3,-1,-1,70,70,70,15,70,"MS",3,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"2494",403331,0.5819,2,1,0,0,NA,1,2,0,0,2,1,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,30,15,50,50,50,15,NA,60,15,NA,NA,NA,50,50,50,50,15,30,85,85,60,85,30,30,40,85,15,40,60,60,60,30,40,85,60,60,1,-1,1,1,1,1,NA,3,1,0,85,85,85,40,85,"AZ",5,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2495",403336,1.4396,2,1,1,1,1,7,7,1,1,1,1,3,1,0,0,0,0,0,0,0,NA,NA,4,2,2,100,44,2,2,52,NA,NA,NA,NA,49,33,NA,32,99,82,3,99,1,51,37,87,24,99,87,1,52,52,0,99,99,52,94,0,74,0,-1,1,1,-1,1,1,1,2,1,-1,46,75,51,35,92,"ME",2,1,0,0,0,1,0,0,0,0,0,1,1,1,0
"2496",403343,1.3,2,0,1,0,0,NA,4,1,0,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,85,0,50,50,50,50,NA,50,50,NA,NA,NA,50,50,50,70,50,50,50,50,40,85,40,50,50,0,50,40,40,85,50,50,40,0,60,50,1,1,2,1,1,2,NA,4,1,-1,53,99,52,86,61,"MD",2,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"2497",403345,0.63,2,1,1,1,1,1,2,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,1,70,0,1,17,79,0,NA,85,NA,30,NA,NA,87,78,0,2,31,1,99,99,86,50,16,1,70,99,0,17,92,31,99,1,66,99,100,100,1,1,1,1,1,1,-1,4,0,1,99,99,99,65,99,"CA",5,0,1,1,0,0,0,0,0,1,1,0,1,0,1
"2498",403347,0.70539999,2,1,1,0,1,5,5,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,4,2,0,70,80,0,0,50,NA,0,100,NA,NA,NA,50,0,85,50,0,50,50,0,50,50,50,0,50,50,30,50,50,50,50,50,100,50,50,0,0,1,1,-1,1,1,1,3,0,1,50,50,30,0,30,"AZ",4,0,0,0,0,1,0,0,0,0,0,1,1,1,0
"2499",403348,0.6979,2,0,1,0,1,5,6,0,0,1,0,3,1,1,1,0,0,0,0,0,NA,NA,4,2,50,70,50,50,60,85,NA,NA,NA,NA,70,NA,NA,60,100,70,85,70,50,70,70,85,70,85,85,50,70,70,60,85,60,85,100,50,100,60,1,1,1,0,0,NA,NA,1,0,0,50,70,60,NA,70,"VA",2,1,0,1,0,0,0,0,1,0,NA,NA,1,1,0
"2500",403352,0,2,1,1,0,1,NA,2,1,0,6,0,3,0,1,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",3,0,1,1,0,0,0,0,0,0,1,0,0,0,0
